date,tempreature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
2024-01-25 03:46:00,37,71,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:20:00,37,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:25:00,37,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:35:00,37,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:55:00,37,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 05:50:00,36,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:51:00,36,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:52:00,36,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:52:00,36,48,66,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:52:00,36,47,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:52:00,36,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:53:00,36,47,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:53:00,36,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:53:00,36,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:54:00,36,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:54:00,36,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:54:00,36,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:54:00,36,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:55:00,36,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:55:00,36,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:55:00,36,48,3,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:55:00,36,51,2,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:56:00,36,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:56:00,36,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:56:00,36,47,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-18 04:52:00,36,65,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 04:57:00,36,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 05:27:00,36,64,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 05:32:00,36,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:01:00,36,66,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:06:00,36,69,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:11:00,36,68,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:16:00,36,68,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:21:00,36,67,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:26:00,36,66,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:31:00,36,65,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:36:00,36,68,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:41:00,36,70,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:51:00,36,68,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 03:56:00,36,68,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 04:01:00,36,69,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 04:06:00,36,65,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 04:11:00,36,70,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-05 02:50:00,36,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-05 02:55:00,36,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-05 03:00:00,36,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:45:00,36,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:05:00,36,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:10:00,36,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:15:00,36,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:30:00,36,58,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:40:00,36,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:45:00,36,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:50:00,36,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 03:48:00,36,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:53:00,36,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:58:00,36,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-03-14 06:47:00,36,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-28 06:50:00,36,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:18:00,36,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:19:00,36,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2023-12-03 04:59:00,35,0,88,185,190,160,0.0,1.0,0.0,1.0,1.0,0.0
2023-12-03 04:49:00,35,12,88,185,190,160,0.0,1.0,0.0,1.0,1.0,0.0
2023-12-03 04:44:00,35,0,88,185,190,160,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-01 04:41:00,35,73,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 04:46:00,35,70,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:01:00,35,72,83,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:06:00,35,71,88,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:11:00,35,73,90,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:16:00,35,70,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:21:00,35,73,88,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:26:00,35,71,84,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:31:00,35,72,87,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:36:00,35,69,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 05:41:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:42:00,35,50,7,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:42:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:42:00,35,52,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:42:00,35,49,70,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 05:43:00,35,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:43:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:43:00,35,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:44:00,35,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:44:00,35,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:45:00,35,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:46:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:46:00,35,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:47:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:47:00,35,50,61,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:48:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:48:00,35,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:48:00,35,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:48:00,35,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:49:00,35,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:49:00,35,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:57:00,35,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:57:00,35,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:57:00,35,47,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 05:59:00,35,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:01:00,35,50,7,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:01:00,35,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:01:00,35,46,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-18 04:47:00,35,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 06:22:00,35,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 02:46:00,35,66,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 02:51:00,35,66,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 02:56:00,35,66,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-25 04:16:00,35,67,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-28 02:51:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-28 02:56:00,35,57,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-05 02:40:00,35,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-05 02:45:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:25:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:30:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:35:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:40:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:50:00,35,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 05:55:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 06:00:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 06:05:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-07 06:10:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 03:45:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 03:50:00,35,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 03:55:00,35,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 04:00:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 04:05:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 04:10:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 04:15:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 04:20:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 05:00:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-08 06:25:00,35,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 03:43:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 03:53:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 03:58:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 04:03:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 04:08:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 04:18:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:03:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:08:00,35,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:18:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:23:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:28:00,35,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 05:33:00,35,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 06:03:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 06:08:00,35,61,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 06:13:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-02-22 06:18:00,35,60,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-03-14 06:47:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-14 06:47:00,35,0,15,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-14 06:48:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-14 06:49:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-14 06:50:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-14 06:51:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-14 06:52:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-28 06:50:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-28 06:51:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-28 06:52:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-28 06:53:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-29 03:29:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:19:00,35,0,1,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:19:00,35,0,4,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:19:00,35,0,6,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:19:00,35,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:20:00,35,0,16,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-03-30 05:20:00,35,0,38,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2023-12-03 05:04:00,34,70,88,185,190,160,0.0,1.0,1.0,0.0,1.0,0.0
2023-12-03 04:54:00,34,0,88,185,190,160,0.0,1.0,0.0,1.0,1.0,0.0
2023-12-03 04:39:00,34,58,88,185,190,160,0.0,1.0,1.0,0.0,0.0,1.0
2023-12-03 04:34:00,34,57,88,185,190,160,0.0,1.0,1.0,0.0,1.0,0.0
2023-12-04 02:59:00,34,75,84,185,190,160,0.0,1.0,1.0,0.0,1.0,0.0
2023-12-04 02:54:00,34,74,84,185,190,160,0.0,1.0,1.0,0.0,1.0,0.0
2023-12-04 02:49:00,34,73,84,185,190,160,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 03:01:00,34,73,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 03:16:00,34,72,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 03:21:00,34,70,95,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 03:26:00,34,71,96,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 03:31:00,34,72,88,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 03:36:00,34,71,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 04:36:00,34,73,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 04:51:00,34,71,86,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:41:00,34,71,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:46:00,34,72,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:51:00,34,72,91,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-01 05:56:00,34,71,89,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 05:34:00,34,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:36:00,34,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:36:00,34,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:37:00,34,50,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 05:37:00,34,50,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 05:39:00,34,49,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:01:00,34,48,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:02:00,34,47,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:02:00,34,51,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:07:00,34,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:07:00,34,71,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:07:00,34,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:07:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:08:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:08:00,34,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:09:00,34,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:09:00,34,60,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:09:00,34,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:10:00,34,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:10:00,34,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:10:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:10:00,34,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:11:00,34,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:11:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:11:00,34,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:11:00,34,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:12:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:12:00,34,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:12:00,34,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:12:00,34,67,86,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-14 06:13:00,34,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:13:00,34,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:13:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:14:00,34,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:14:00,34,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:14:00,34,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-14 06:15:00,34,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
2024-01-17 03:47:00,34,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-17 04:12:00,34,59,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-17 04:17:00,34,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 04:07:00,34,64,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 04:12:00,34,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 04:17:00,34,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-18 06:27:00,34,63,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-20 04:17:00,34,62,100,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
2024-01-21 05:53:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:54:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:54:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:54:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:55:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:55:00,34,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:55:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:55:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:56:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:56:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:56:00,34,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:56:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:57:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:57:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:57:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:57:00,34,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:58:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:58:00,34,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:58:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:58:00,34,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:58:00,34,5,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:58:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:59:00,34,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:59:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:59:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 05:59:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:00:00,34,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:00:00,34,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:00:00,34,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:00:00,34,6,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:00:00,34,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:00:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-21 06:01:00,34,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
